Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T80344.389,Verified Complete (w/Photo),Historical Level 5 AE105>501 - Stair Lobby,Clean walls,2023-02-08,2023-02-15,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.240,Complete,Historical Level 2 AE102,"Fix plaster around edge of treads, typical",2023-02-07,2023-02-14,Final Punch List,R. Phillips Plastering LLC,Plaster,2023-02-23,,True,True,False,False
T80948.239,Opened,Historical Level 2 AE102,Patch and Paint,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-07,,True,True,False,False
T80948.238,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.237,Verified Complete (w/Photo),Historical Level 1 AE101A,Fix texture at transition,2023-02-07,2023-02-14,Final Punch List,R. Phillips Plastering LLC,Plaster,2023-02-24,,False,True,False,False
T80948.236,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.235,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.234,Opened,Historical Level 1 AE101A,"Scum concrete to a smooth finish, typ.",2023-02-07,2023-02-14,Final Punch List,"Innovative Concrete, LLC",Concrete,2023-02-07,,True,True,False,False
T80948.233,Opened,Historical Level 1 AE101A,Remove anchor and patch,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-07,,True,True,False,False
T80948.232,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.231,Opened,Historical Level 1 AE101A,Remove construction debris,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-07,,True,True,False,False
T80948.230,Opened,Historical Level 1 AE101A,Remove construction debris,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-07,,True,True,False,False
T80948.229,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.228,Opened,Site Main>Site Area G,Remove rust spot,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-07,,True,True,False,False
T80948.227,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.226,Opened,Historical Level 1 AE101A,Remove construction debris,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-07,,True,True,False,False
T80948.225,Opened,Annex Level 1 AE101,Clean bottom of area well,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-07,,True,False,False,False
T80948.224,Opened,Historical Level 1 AE101A,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.223,Complete,Annex Level 1 AE101,Fix patch plaster and paint,2023-02-07,2023-02-14,Final Punch List,R. Phillips Plastering LLC,Plaster,2023-02-23,,True,True,False,False
T80948.222,Opened,Annex Level 1 AE101,Paint,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.221,Opened,Annex Level 1 AE101,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.220,Verified Complete (w/Photo),Annex Level 1 AE101,Paint touch typical,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-27,,False,True,False,False
T80948.219,Verified Complete (w/Photo),Annex Level 1 AE101,Paint touch,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-27,,False,True,False,False
T80948.218,Opened,Site Main,Paint,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.217,Opened,Site Main>Site Area D,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.216,Opened,Site Main,Clean and paint enclosure gates,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,False,False,False
T80948.215,Opened,Site Main,Fix cracks,2023-02-07,2023-02-14,Final Punch List,"Innovative Concrete, LLC",Concrete,2023-02-07,,True,True,False,False
T80948.214,Verified Complete (w/Photo),Annex Level 1 AE101>191 - Gardener Restroom,Fix floor tile grout at base,2023-02-07,2023-02-14,Final Punch List,"Global Stone and Tile, LLC",,2023-02-17,,False,True,False,False
T80948.213,Opened,Annex Level 1 AE101>191 - Gardener Restroom,Caulk stone top to wall,2023-02-07,2023-02-14,Final Punch List,"Global Stone and Tile, LLC",Interior Stone -- Global Stone,2023-02-07,,True,True,False,False
T80948.212,Opened,Annex Level 1 AE101>191 - Gardener Restroom,Missing accessory cabinet,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-07,,True,True,False,False
T80948.211,Opened,Annex Level 1 AE101>191 - Gardener Restroom,Lockers need to be attached to wall,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-07,,True,False,False,False
T80948.210,Opened,Site Main,Lockers need to be attached to wall,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-07,,True,True,False,False
T80948.209,Opened,Site Main>Site Area G,Paint gates,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.208,Opened,Site Main,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.207,Opened,Site Main,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.206,Opened,Site Main,Add sheet metal cap flashing at step in wall,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-07,,True,True,False,False
T80948.205,Opened,Site Main,Fix cracks,2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-07,,True,True,False,False
T80948.204,Opened,Site Main,Paint touch up,2023-02-07,2023-02-14,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-07,,True,True,False,False
T80948.203,Opened,Site Main,Patch concrete at each side of door,2023-02-07,2023-02-14,Final Punch List,"Innovative Concrete, LLC",Concrete,2023-02-07,,True,True,False,False
T80948.202,Opened,Site Main,"Clean walls, typical",2023-02-07,2023-02-14,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-07,,True,False,False,False
T80948.201,Opened,Annex Roof AE107>Roof West,Paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-06,,True,True,False,False
T80948.200,Opened,Annex Roof AE107,Screws are rushing and need to be switch out with Stainless steel,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.199,Opened,Annex Roof AE107>Roof West,Ladder needs rust removed and painted,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.198,Opened,Annex Roof AE107>Roof East,"Fix attach reglet, typical under all windows",2023-02-06,2023-02-13,Final Punch List,Broken Arrow Construction Corporation,Roofing,2023-02-06,,True,True,False,False
T80948.197,Opened,Annex Roof AE107>Roof East,Clean off adhesive,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.196,Opened,Annex Roof AE107>Roof East,Fix attach reglet,2023-02-06,2023-02-13,Final Punch List,Broken Arrow Construction Corporation,Roofing,2023-02-06,,True,True,False,False
T80948.195,Opened,Annex Roof AE107>Roof East,Fix attach reglet,2023-02-06,2023-02-13,Final Punch List,Broken Arrow Construction Corporation,Roofing,2023-02-06,,True,True,False,False
T80948.194,Opened,Annex Roof AE107>Roof South,Caulk bottom of window,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.193,Opened,Annex Roof AE107>Roof South,"Clean top of crown molding inside, typical",2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.192,Opened,Annex Roof AE107,Continue reglet at windows,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.191,Opened,Annex Roof AE107>Roof South,Clean debris off roof typical throughout,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,False,False,False
T80948.190,Opened,Annex Roof AE107>Roof West,"Clean windows, typical",2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,False,False,False
T80948.189,Opened,Annex Roof AE107>Roof West,Clean debris off roof typical throughout,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Annex,2023-02-06,,True,True,False,False
T80948.188,Complete,Annex Roof AE107>Roof West,Tighten lightning protection collar and seal around,2023-02-06,2023-02-13,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,True,True,True,False
T80948.187,Opened,Site Main,Gate latch rusted and needs cleaned and paint to match,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",Westland -- Site,2023-02-06,,True,True,False,False
T80948.186,Verified Complete (w/Photo),Annex Level 1 AE101>182 - Restroom,Door won’t lock,2023-02-06,2023-02-13,Final Punch List,Fetzers' Inc.,,2023-02-17,,False,True,False,False
T80948.185,Verified Complete (w/Photo),Annex Level 1 AE101>182 - Restroom,Fix and paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-23,,False,True,False,False
T80948.184,Verified Complete (w/Photo),Annex Level 1 AE101>182 - Restroom,Fix and paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.183,Verified Complete (w/Photo),Annex Level 1 AE101>182 - Restroom,Fill in grout at floor to base,2023-02-06,2023-02-13,Final Punch List,"Global Stone and Tile, LLC",,2023-02-13,,False,True,False,False
T80948.182,Opened,Annex Level 1 AE101>182 - Restroom,Grout or Tile need to fill in gap at mirror,2023-02-06,2023-02-13,Final Punch List,AW Carter LLC,Audience Seating -- AW Carter,2023-02-13,,True,True,True,False
T80948.181,Verified Complete (w/Photo),Annex Level 1 AE101>182 - Restroom,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.180,Opened,Annex Level 1 AE101>181 - Restroom,Grout or Tile need to fill in gap at mirror,2023-02-06,2023-02-13,Final Punch List,AW Carter LLC,Audience Seating -- AW Carter,2023-02-13,,True,True,True,False
T80948.179,Verified Complete (w/Photo),Annex Level 1 AE101>181 - Restroom,"Grout lines need smoothed out, typ.",2023-02-06,2023-02-13,Final Punch List,"Global Stone and Tile, LLC",,2023-02-13,,False,True,False,False
T80948.178,Opened,Annex Level 1 AE101>179 - Waiting,Fix and paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-06,,True,True,False,False
T80948.177,Verified Complete (w/Photo),Annex Level 1 AE101>179 - Waiting,Fix and paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.176,Verified Complete (w/Photo),Annex Level 1 AE101>179 - Waiting,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.175,Verified Complete (w/Photo),Annex Level 1 AE101>103 - Foyer,Rough paint finish,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.174,Verified Complete (w/Photo),Annex Level 1 AE101>103 - Foyer,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.173,Verified Complete (w/Photo),Annex Level 1 AE101>132B - Clothing,Caulk and Paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.172,Opened,Annex Level 1 AE101>131 - Elev Lobby,Elevator call button plate needs to be level and in line with plate above,2023-02-06,2023-02-13,Final Punch List,Otis Elevator,Elevators -- Otis,2023-02-06,,True,True,False,False
T80948.171,Verified Complete (w/Photo),Annex Level 1 AE101>131 - Elev Lobby,Floor indicator Display is not mounted level,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",,2023-02-17,,False,True,False,False
T80948.170,Verified Complete (w/Photo),Annex Level 1 AE101>131 - Elev Lobby,Needs caulked,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.169,Verified Complete (w/Photo),Annex Level 1 AE101>131 - Elev Lobby,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.168,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Rough paint finish,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.167,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.166,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Fix and paint,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.165,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Clean stone base,2023-02-06,2023-02-13,Final Punch List,"Westland Construction, Inc.",,2023-02-07,,False,True,False,False
T80948.164,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-15,,False,True,False,False
T80948.163,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Fix caulking,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T80948.162,Verified Complete (w/Photo),Annex Level 1 AE101>106 - Hall,Rough paint finish,2023-02-06,2023-02-13,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-17,,False,True,False,False
T81309.3,Verified Complete (w/Photo),Historical Level 3 AE103>320 - Hallway,FS escutcheon not flush to ceiling.,2023-02-03,2023-02-10,Quality Control,Broken Arrow Construction Corporation,Fire Suppression,2023-02-17,,False,True,False,False
T81309.2,Verified Complete (w/Photo),Historical Level 5 AE105>515 - Elec.,condensate line missing insulation,2023-02-03,2023-02-10,Quality Control,US Mechanical,,2023-02-17,,False,True,False,False
T81309.1,Verified Complete (w/Photo),Historical Level 4 AE104>410 - Study,Clean out the fan coil unit. Dust from construction debris.,2023-02-03,2023-02-10,Quality Control,US Mechanical,HVAC,2023-02-17,,False,True,True,False
T77364.158,Opened,Site Main>Site Area A,Arborist prune tree and fix crossing branches,2023-02-03,2023-02-10,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-02-03,,True,True,False,False
T77364.157,Opened,Site Main>Site Area A,Arborist prune tree and fix crossing branches,2023-02-03,2023-02-10,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-02-03,,True,True,False,False
T77364.156,Opened,Site Main>Site Area I,"Rock mulch to high ",2023-02-03,2023-02-10,Quality Control,"Stratton & Bratt Landscapes, LLC.",Landscape,2023-02-03,,True,True,False,False
